"Pitch_angle","Pitch_angle_std","Hub_temperature","Hub_temperature_std","Generator_converter_speed","Generator_converter_speed_std","Generator_speed","Generator_speed_std","Generator_bearing_1_temperature","Generator_bearing_1_temperature_std","Generator_bearing_2_temperature","Generator_bearing_2_temperature_std","Generator_stator_temperature","Generator_stator_temperature_std","Gearbox_bearing_1_temperature","Gearbox_bearing_1_temperature_std","Gearbox_bearing_2_temperature","Gearbox_bearing_2_temperature_std","Gearbox_inlet_temperature","Gearbox_inlet_temperature_std","Gearbox_oil_sump_temperature","Gearbox_oil_sump_temperature_std","Nacelle_angle","Nacelle_temperature_std","Absolute_wind_direction","Outdoor_temperature_std","Grid_frequency","Grid_frequency_std","Rotor_speed","Rotor_speed_std","Rotor_bearing_temperature","Rotor_bearing_temperature_std","Nacelle_angle_c","AbsWindSin","AbsWindCos","Y"
-1.01,0,20,0.039999999,1307.23,5.2600002,1308.36,5.27,46.669998,0.23999999,44.669998,0.16,64.400002,0.49000001,57.889999,0.77999997,64.760002,0.28,47.43,1.28,56.110001,0.44,288.64001,1.3,296.09,0.050000001,49.98,0.0099999998,12.44,0.050000001,34.91,0.029999999,288.64001,-0.898104345952709,0.439782427776346,284.020989
91.949997,0,25,0,7.25,10.37,10.8,11.7,38.93,0.17,40.73,0.050000001,63.75,0.14,56.34,0.43000001,59.41,0.61000001,44.810001,0.94,53.849998,0.27000001,61.830002,0.69,51.540001,0.37,49.990002,0.0099999998,0.02,0.1,37.759998,0.22,61.830002,0.783042574157695,0.621968107748693,-2.089
91.839996,0,15,0,3.3499999,0.0099999998,0,0,37.84,0.090000004,29.16,0.050000001,50.529999,0.16,41.27,0.13,46.849998,0.14,26.27,0.050000001,49.029999,0.18000001,201.92999,0.1,267.60999,0.1,50,0.0099999998,0,0,24.32,0.1,201.92999,-0.99913011628339,-0.0417014476432141,-2.45199989
-1,0,12.32,0.38999999,1760.58,57.889999,1762.9399,58.02,40.470001,1.2,34.759998,0.44999999,64.120003,0.99000001,63.110001,1.1900001,70.970001,0.54000002,40.02,3.03,54.650002,0.64999998,43.77,1.38,34.32,0.07,50.02,0.0099999998,16.790001,0.56,32.080002,0.1,43.77,0.563814377303427,0.825901536471479,903.783033
-1.01,0,22,0,1119.67,71.339996,1120.42,71.43,45.490002,0.43000001,42.009998,0.34999999,63.380001,0.63,60.84,0.31999999,63.68,0.56,55.549999,0.1,57.09,0.07,217.28999,0.23,216.44,0.079999998,50,0.0099999998,10.64,0.68000001,36.41,0.029999999,217.28999,-0.593980663821187,-0.804479316705248,162.13
-1,0,14,0,1669.5699,45.290001,1671.38,45.380001,41.639999,0.69,40.48,0.37,60.669998,0.64999998,68.370003,0.18000001,72.07,0.1,57.279999,0.25,59.549999,0.23999999,239.25,0.68000001,239.83,0.029999999,49.98,0.0099999998,15.91,0.44,32.560001,0.050000001,239.25,-0.864538064096908,-0.502567344469943,656.943
-1,0,22.9,0.13,1420.17,159.52,1421.09,159.78999,41.950001,0.56,39.099998,0.31,59.389999,0.49000001,64.120003,1.54,67.980003,1.0599999,56.02,0.68000001,57.639999,0.63999999,251.32001,1.01,248.52,0,50,0.0099999998,13.52,1.53,37.48,0.050000001,251.32001,-0.930545444357526,-0.366176427402768,388.268
-1.01,0,20,0,1617.52,156.57001,1619.33,156.86,44.759998,0.58999997,41.029999,0.41,62.860001,0.73000002,67.050003,0.5,69.559998,0.47999999,54.509998,0.28,55.52,0.30000001,208.50999,0.20999999,208.28,0.079999998,49.98,0.0099999998,15.41,1.5,36.18,0.039999999,208.50999,-0.473780835594093,-0.880642787867909,638.804011
-1.01,0,16,0,1615.89,102.62,1617.64,102.83,44.610001,0.44999999,42.41,0.31999999,63.310001,0.69999999,66.050003,0.43000001,69.440002,0.44999999,56.75,0.23999999,58.580002,0.25999999,192.05,0.27000001,194.59,0.090000004,50.009998,0.0099999998,15.39,0.98000002,34.400002,0.0099999998,192.05,-0.251900457292469,-0.967753150145142,612.293978
-1,0,20.07,0.16,1181.72,107.18,1182.51,107.35,40.919998,0.30000001,39.619999,0.17,58.470001,0.50999999,63.5,0.22,66.849998,0.31,57.650002,0.20999999,59.369999,0.090000004,224.98,1.03,233.34,0.19,50,0.0099999998,11.23,1.03,34.09,0.090000004,224.98,-0.802192669882305,-0.597065256389198,197.979
89.980003,0,9.6999998,0.43000001,7.0599999,1.5700001,3.3499999,1.91,24.700001,0.059999999,13.7,0.039999999,29.65,0.11,26.25,0.039999999,30.959999,0.050000001,28.17,0.25,34.549999,0.49000001,99.860001,0.02,117.65,0.16,50.02,0.0099999998,0,0,15.51,0.050000001,99.860001,0.885798939780028,-0.464069217126689,-4.75099978
44.990002,0,24,0,108.05,1.9299999,107.24,1.92,44.990002,0.039999999,41.34,0.1,58.560001,0.23,45.150002,0.1,46.209999,0.1,45.689999,0.1,47.009998,0.050000001,86.68,0.029999999,95.860001,0.090000004,50.009998,0.0099999998,1.01,0.02,29.959999,0.1,86.68,0.994774335654899,-0.102098095586325,-4.16800011
-1,0,23.969999,0.16,1213.83,104.21,1214.6899,104.37,45.630001,0.49000001,43.889999,0.28999999,62.639999,0.63,63.880001,0.34999999,66.989998,0.50999999,57.970001,0.14,59.560001,0.15000001,59.310001,0.22,70.110001,0.090000004,50,0.0099999998,11.54,1,34.669998,0.07,59.310001,0.940347526065166,0.340215417380109,221.431011
-1.01,0,22,0,1777.9399,51.139999,1779.52,51.23,33.52,0.41,35.240002,0.20999999,59.450001,1.22,62.490002,0.89999998,70.360001,0.28,47.389999,0.44,55.5,0.36000001,287.54001,0.22,286.23999,0.050000001,50.02,0.0099999998,16.940001,0.49000001,37.919998,0.02,287.54001,-0.960098727949776,0.279661281891544,864.545989
-1.01,0,16.01,0.059999999,1102.0601,56.48,1103.21,56.59,37.779999,0.23,36.290001,0.16,58.380001,0.36000001,59.639999,0.07,63.209999,0.16,55.150002,0.15000001,57.169998,0.079999998,176.67999,0.88,178.85001,0.090000004,50.02,0.0099999998,10.48,0.54000002,31.1,0.0099999998,176.67999,0.0200697642858186,-0.99979858199615,149.656011
36.189999,16.65,31.15,0.25999999,217.31,177.77,215.67999,178.42,48.130001,0.25,48.169998,0.31,64.57,0.12,54.779999,0.54000002,55.349998,0.31,51.5,0.63999999,53.310001,0.11,68.489998,0.079999998,31.41,0.47,50,0.0099999998,2.01,1.71,36.029999,0.07,68.489998,0.521158596621844,0.853459850940365,5.14900022
-1.01,0,16,0.029999999,1362.37,98.559998,1363.65,98.75,44.990002,0.31999999,41.470001,0.16,64.589996,0.5,57.549999,1.16,61.849998,1.88,49.950001,0.46000001,51.43,0.41,173.39,0.41,167.00999,0.17,49.990002,0.0099999998,12.97,0.94,26.530001,0.11,173.39,0.224781161327399,-0.974409272078374,331.672989
-1.01,0,13.99,0.039999999,1212.51,63.759998,1213.4399,63.880001,37.560001,0.22,39.41,0.14,57.450001,0.5,59.290001,0.40000001,63.84,0.34,54.099998,0.2,55.919998,0.11,233.75999,1.13,233.39999,0.029999999,50.02,0.0099999998,11.53,0.61000001,28.190001,0.090000004,233.75999,-0.802817371130231,-0.596225015083689,219.835989
-1,0,29,0,1166.61,69.139999,1167.29,69.239998,37.209999,0.36000001,36.919998,0.28999999,48.07,0.81,52.98,0.91000003,53.630001,1.26,44.07,0.38,45.09,0.37,289.73001,0.11,279.85999,0.19,50,0.0099999998,11.09,0.66000003,30.709999,0.16,289.73001,-0.985229145122293,0.171241150432935,188.904
44.990002,0,27,0.0099999998,99.779999,4.4899998,98.669998,4.5,42,0,40.900002,0.02,56.790001,0.18000001,49.759998,0.050000001,52.240002,0.19,51.560001,0.11,53.299999,0.1,301.81,0.090000004,286.82001,0.079999998,50,0,0.93000001,0.039999999,34.75,0.050000001,301.81,-0.957218497576985,0.28936611393952,-1.968
-1,0,15.11,0.43000001,967.88,397.41,968.63,398.26999,41.880001,0.31999999,39.740002,0.47,57.959999,0.44,50.369999,1.5700001,52.27,1.13,49.459999,0.28,51.009998,0.28,60.98,0.090000004,90.739998,0.18000001,49.990002,0.0099999998,9.1999998,3.79,27.200001,0.029999999,60.98,0.999916597360655,-0.0129150424966506,79.9599978
-1,0,20,0,1427.6899,145.97,1429.1899,146.23,45.68,0.41999999,44.740002,0.22,64.839996,0.56,63.830002,0.94999999,67.550003,1.24,56.470001,0.41999999,57.939999,0.30000001,169,0.20999999,171.39999,0.0099999998,50.029999,0.0099999998,13.59,1.4,32,0.02,169,0.149535516014251,-0.98875635494815,395.407
92.410004,0,4,0,3.97,0.1,0.14,0.25999999,1.09,0.0099999998,0,0,-2.2,0.0099999998,-2.5,0.0099999998,-2.1400001,0.02,-3.8900001,0.029999999,-1.76,0.07,65.800003,0.14,28.15,0.02,50.009998,0.0099999998,0,0,-3.55,0.02,65.800003,0.471781502685301,0.881715494773682,-4.12399989
-1,0,22,0,1796.23,33.75,1798.26,33.810001,42.02,0.82999998,37.549999,0.56,63.139999,0.93000001,70.470001,0.63,73.599998,0.5,54.389999,1.23,59.560001,0.37,203.03,0.92000002,194.89999,0.029999999,50.009998,0.0099999998,17.120001,0.31999999,38.959999,0.07,203.03,-0.257132624490248,-0.966376124199453,1102.905
44.98,0,26,0,32.150002,11.67,30.709999,11.7,39.299999,0.079999998,40.880001,0,49.66,0.1,42.66,0.11,44.349998,0.07,42.119999,0.51999998,45.689999,0.0099999998,73.599998,0,20.049999,0.25999999,49.990002,0.0099999998,0.27000001,0.13,28.299999,0,73.599998,0.342840033103933,0.939393800118616,-2.914
89.989998,0,34.919998,0.25,12.41,15.9,17.6,16.33,48.610001,0.11,50.689999,0.19,72.43,0.15000001,53.049999,0.56,58.240002,0.38999999,41.130001,1.5,55.509998,0.31,278.19,0.69,291.98999,0.85000002,50,0.02,0.12,0.18000001,40.209999,0.12,278.19,-0.927249286982112,0.374444601765288,-5.86200011
-1,0,28,0,980.5,31.67,980.78998,31.709999,40.650002,0.19,41.32,0.079999998,58.98,0.49000001,57.200001,0.28999999,58.560001,0.31999999,54.009998,0.14,55.369999,0.079999998,196.44,1.1900001,194.95,0.059999999,49.990002,0.0099999998,9.3100004,0.30000001,35.099998,0.050000001,196.44,-0.257976017358588,-0.966151320688329,84.0300033
-1.01,0,20,0,1299.59,51.25,1300.83,51.360001,47.119999,0.37,41.419998,0.23,64.190002,0.60000002,64.510002,0.25999999,67.400002,0.31999999,57.23,0.1,58.98,0.090000004,42.779999,0.13,38.549999,0.0099999998,50.02,0.02,12.36,0.49000001,33.990002,0.07,42.779999,0.623197340319848,0.782064623300573,279.489011
-1.01,0,22,0,937.32001,12.25,937.5,12.28,36.029999,0.13,33.09,0.090000004,44.419998,0.72000003,49.73,0.67000002,50.450001,0.89999998,46.939999,0.23,48.07,0.19,263.39001,0.039999999,249.73,0.28,50.009998,0.0099999998,8.8999996,0.12,29.34,0.090000004,263.39001,-0.938070461122187,-0.346444526540697,37.7420011
-1,0,35,0,1176.88,31.299999,1177.5,31.33,47.580002,0.70999998,45.990002,0.37,63.599998,0.75,63.23,0.079999998,66.110001,0.12,57.68,0.11,59.150002,0.090000004,115.22,0.67000002,119.19,0.059999999,50.02,0.0099999998,11.19,0.30000001,40.77,0.090000004,115.22,0.87300721154741,-0.487707298065361,193.491
