"Pitch_angle","Pitch_angle_std","Hub_temperature","Hub_temperature_std","Generator_converter_speed","Generator_converter_speed_std","Generator_speed","Generator_speed_std","Generator_bearing_1_temperature","Generator_bearing_1_temperature_std","Generator_bearing_2_temperature","Generator_bearing_2_temperature_std","Generator_stator_temperature","Generator_stator_temperature_std","Gearbox_bearing_1_temperature","Gearbox_bearing_1_temperature_std","Gearbox_bearing_2_temperature","Gearbox_bearing_2_temperature_std","Gearbox_inlet_temperature","Gearbox_inlet_temperature_std","Gearbox_oil_sump_temperature","Gearbox_oil_sump_temperature_std","Nacelle_angle","Nacelle_temperature_std","Absolute_wind_direction","Outdoor_temperature_std","Grid_frequency","Grid_frequency_std","Rotor_speed","Rotor_speed_std","Rotor_bearing_temperature","Rotor_bearing_temperature_std","Nacelle_angle_c","AbsWindSin","AbsWindCos","Y"
92.410004,0,4,0,3.8399999,2.01,9.04,7.1399999,1.09,0.039999999,-0.30000001,0,-2.3199999,0.07,-2,0.07,-1.8,0,-3.2,0.050000001,-1.5,0.0099999998,50.470001,0.16,55.41,0.0099999998,49.970001,0.0099999998,0.0099999998,0.059999999,-3.1900001,0.02,50.470001,0.823235463426735,0.567700072006838,-3.442
92.410004,0,4,0,4.6199999,2.29,3.4400001,3.53,1.15,0.039999999,-0.07,0.02,-2.29,0.0099999998,-2.2,0.02,-1.95,0.07,-3.3,0.02,-1.55,0.059999999,50.470001,0.2,49.27,0,50.02,0.0099999998,0,0,-3.26,0.039999999,50.470001,0.757792794364024,0.652495272634188,-3.27699989
92.410004,0,4,0,5.6100001,3.3800001,2.98,3.9400001,1.1799999,0.059999999,0,0.0099999998,-2.22,0.039999999,-2.2,0,-2,0,-3.3,0,-1.6900001,0.02,50.470001,0.17,47.040001,0.029999999,49.98,0.0099999998,0,0,-3.3,0,50.470001,0.731829659923294,0.681487599928683,-3.07900011
92.410004,0,4,0,5.29,2.6199999,2.28,3.8,1.13,0.07,0,0,-2.2,0,-2.2,0,-2,0,-3.49,0.07,-1.7,0,53.759998,0.14,47.970001,0.0099999998,50.029999,0.0099999998,0,0,-3.3099999,0,53.759998,0.742794379343836,0.669519611374608,-4.42100011
92.410004,0,4,0,4.1399999,0.69,3.4000001,6.4499998,1.1,0,0,0,-2.2,0,-2.3,0.0099999998,-2.02,0.029999999,-3.5999999,0.0099999998,-1.7,0.02,53.759998,0.2,58.5,0.039999999,50.029999,0.0099999998,0,0,-3.5,0.0099999998,53.759998,0.852640164354092,0.522498564715949,-3.26599989
92.410004,0,4,0.039999999,4.1399999,0.38,0.36000001,0.58999997,1,0,-0.16,0.039999999,-2.21,0.02,-2.8,0.090000004,-2.3399999,0.02,-4.1799998,0.029999999,-1.9,0.0099999998,40.59,0.2,48.349998,0.059999999,50.049999,0.0099999998,0.0099999998,0,-3.6700001,0.039999999,40.59,0.74721839771346,0.664578562788877,-4.45399989
92.410004,0,3.97,0,4.3000002,0.0099999998,0.19,0.41999999,0.76999998,0.02,-0.40000001,0.02,-2.28,0.029999999,-2.9100001,0,-2.5899999,0.07,-4.4000001,0,-1.96,0.029999999,63.639999,0.11,61.540001,0.050000001,50.009998,0.0099999998,0,0,-3.8,0,63.639999,0.879150026446645,0.476545098599139,-3.28799989
92.410004,0,2.95,0.039999999,4.1799998,0.81,0.1,1.1900001,0.34,0.07,-0.69999999,0,-2.3900001,0.07,-3.22,0.02,-2.7,0.02,-4.6100001,0.039999999,-2.1400001,0.090000004,63.639999,0.13,50.009998,0.079999998,50.009998,0.0099999998,0,0,-4.0999999,0.0099999998,63.639999,0.766156596619831,0.642653926663423,-3.36500011
92.410004,0,2,0.38,4.1399999,0.28,0,0.44,0.28999999,0,-0.88,0.07,-2.5,0.02,-3.4100001,0,-2.9000001,0,-4.9000001,0.090000004,-2.21,0.039999999,62.540001,0.17,54.09,0.13,50,0.0099999998,0,0,-4.1999998,0.0099999998,62.540001,0.809939286825999,0.58651372674115,-4.003
92.410004,0,4,0.0099999998,4.3200002,0.079999998,0.1,0.18000001,0.029999999,0.07,-1,0,-2.5699999,0.039999999,-3.7,0.07,-3.01,0,-5.3000002,0.02,-2.23,0.02,62.540001,0.15000001,61.220001,0.18000001,49.98,0.0099999998,0,0,-4.4000001,0,62.540001,0.876474798811575,0.481447740723964,-3.189
92.410004,0,4,0,4.29,0.0099999998,0.059999999,0.090000004,-0.1,0,-1.3,0,-2.6099999,0.0099999998,-3.8299999,0.0099999998,-3.3,0.029999999,-5.5599999,0.02,-2.48,0.090000004,62.540001,0.2,62.34,0.079999998,49.959999,0.0099999998,0,0,-4.5999999,0,62.540001,0.88571793093099,0.464223811137824,-4.08
92.410004,0,4,0.46000001,4.5,4.52,0.19,4.8800001,-0.38999999,0.039999999,-1.6,0.0099999998,-2.8199999,0.0099999998,-4.0999999,0.039999999,-3.5,0.039999999,-5.9000001,0.02,-2.5899999,0.050000001,47.169998,0.19,50.360001,0.18000001,49.959999,0.0099999998,0,0,-4.8000002,0.029999999,47.169998,0.770068060282981,0.637961740649083,-4.88300022
92.410004,0,2.1700001,0.25,4.4000001,0.0099999998,0.039999999,0.15000001,-0.60000002,0.050000001,-2,0.02,-2.9200001,0.02,-4.3000002,0.02,-3.5999999,0,-5.8899999,0.02,-2.5999999,0.1,62.540001,0.1,64.129997,0.25,49.970001,0.0099999998,0,0,-4.9899998,0.029999999,62.540001,0.899786341670641,0.436330768274442,-3.64000011
92.410004,0,3.96,0.22,4.4099998,0.0099999998,0.02,0.80000001,-0.61000001,0,-2.0999999,0,-3.0999999,0,-4.4699998,0.07,-3.79,0.050000001,-5.8000002,0.050000001,-2.8199999,0.059999999,58.150002,0.12,62.16,0.34,49.970001,0.0099999998,0,0,-5.1999998,0.07,58.150002,0.884255160376072,0.467004080654855,-4.77299978
92.410004,0,3.3,0.47,4.3299999,0.0099999998,10.06,4.8600001,-0.58999997,0,-2.0999999,0,-3.2,0.0099999998,-4.1100001,0.039999999,-3.54,0,-5.4000001,0.0099999998,-2.8,0.050000001,49.369999,0.22,54.41,0.079999998,49.970001,0.0099999998,0,0,-5.0100002,0.079999998,49.369999,0.813202348287086,0.581981048437463,-3.442
92.410004,0,3.6199999,0.47,4.2600002,0.80000001,8.1199999,6.0799999,-0.18000001,0.02,-1.8,0.02,-3.2,0,-3.76,0.02,-3.3,0.050000001,-4.5599999,0.039999999,-2.8900001,0.039999999,49.369999,0.12,57.290001,0.11,49.98,0.0099999998,0.02,0,-4.9000001,0,49.369999,0.841416488836935,0.540387168901451,-4.245
92.410004,0,0.31999999,0.34999999,6.27,89.599998,6.52,7.3400002,-1.5700001,0.029999999,-2.8399999,0.050000001,-3.2,0.029999999,-3.05,0.050000001,-2.9000001,0.02,-2.5599999,0.050000001,-2.9400001,0.079999998,33.279999,0.28999999,42.029999,0.12,50,0.0099999998,0.0099999998,0.059999999,-3.8,0.029999999,33.279999,0.669519611374608,0.742794379343836,-6.32400022
92.410004,0,3.6300001,0.49000001,4.6100001,1.46,4.4299998,8.0100002,-0.40000001,0.079999998,-1.67,0.1,-2.9200001,0.059999999,-2.5899999,0.0099999998,-2.53,0.059999999,-1.8,0.0099999998,-2.8,0.0099999998,42.779999,0.11,43.290001,0.23,49.990002,0.0099999998,0,0.050000001,-3.3,0.0099999998,42.779999,0.685691334878256,0.72789243248771,-3.497
92.410004,0,4,0,4.1300001,0.69999999,9.4700003,9.4399996,0.50999999,0.0099999998,-0.75999999,0.090000004,-2.8,0.02,-2.27,0.029999999,-2.3,0,-2,0.029999999,-2.5999999,0.0099999998,42.779999,0.12,45.849998,0.059999999,49.959999,0.0099999998,0.02,0.059999999,-3.2,0,42.779999,0.717518701603891,0.696539239992024,-4.79499978
92.410004,0,4,0,4.0300002,0.33000001,4.6900001,5.5100002,1.09,0.039999999,-0.2,0.079999998,-2.6099999,0.039999999,-2.2,0,-2.24,0.059999999,-2.5999999,0.029999999,-2.5899999,0.02,42.779999,0.090000004,45.919998,0.050000001,50,0,0,0,-3.2,0,42.779999,0.718369149116458,0.695662105908965,-3.497
92.410004,0,4,0,3.95,0.090000004,6.5599999,6.4000001,1.38,0.039999999,0.18000001,0.07,-2.5,0.02,-2.1300001,0.059999999,-2.0999999,0,-2.7,0.0099999998,-2.51,0.02,42.779999,0.14,46.110001,0.029999999,49.98,0.0099999998,0,0.029999999,-3.2,0,42.779999,0.720672134254472,0.693276045243959,-3.497
92.410004,0,4,0,4.9099998,2.54,1.7,4.1500001,1.6,0,0.30000001,0,-2.3,0.029999999,-2.2,0.02,-2.0999999,0,-2.7,0.0099999998,-2.5,0,55.959999,0.16,61,0.079999998,50.029999,0.0099999998,0,0,-3.2,0,55.959999,0.874619707139396,0.484809620246337,-3.519
92.410004,0,4.5500002,0.46000001,3.9400001,0.07,1.6900001,3.46,1.67,0.029999999,0.5,0,-2.21,0.02,-2.2,0.0099999998,-2.0999999,0.0099999998,-2.6099999,0.02,-2.5,0,46.07,0.20999999,53.630001,0.039999999,50.02,0.0099999998,0,0.029999999,-3.2,0.0099999998,46.07,0.805204410760816,0.592997349818131,-4.43199989
92.410004,0,4.0599999,0.33000001,4.2199998,1.67,3.1199999,3.9400001,1.71,0.0099999998,0.57999998,0.039999999,-2.0699999,0.079999998,-2.29,0.0099999998,-2.0999999,0.02,-2.5999999,0,-2.5,0,48.27,0.14,52.040001,0.11,50.029999,0.0099999998,0,0,-3.1900001,0.02,48.27,0.788440385066974,0.615111176288842,-2.903
92.410004,0,4.3299999,0.33000001,4.5799999,1.52,3.78,4.6799998,2,0,0.80000001,0,-1.9,0.02,-2,0.0099999998,-2,0.0099999998,-2.4000001,0,-2.5,0.0099999998,46.07,0.20999999,49.43,0.039999999,50.049999,0.0099999998,0,0,-3,0,46.07,0.759611947823395,0.650376574550428,-4.069
92.410004,0,4.8499999,0.34999999,5.0100002,3.5899999,8.6400003,8.29,2.2,0,1,0.0099999998,-1.7,0.0099999998,-1.72,0.059999999,-1.9400001,0.059999999,-2.4000001,0.0099999998,-2.47,0.039999999,51.119999,0.14,49.419998,0.039999999,50.009998,0.0099999998,0.02,0.059999999,-3,0.0099999998,51.119999,0.759498401421329,0.650509168450719,-3.255
92.410004,0,4.8000002,0.44,5.0999999,2.77,6.0999999,8.4700003,2.3,0,1.1,0.0099999998,-1.5,0.02,-1.49,0.02,-1.74,0.059999999,-2.3099999,0.029999999,-2.45,0.059999999,54.759998,0.14,58.09,0.02,50,0.0099999998,0.029999999,0.079999998,-2.9100001,0.029999999,54.759998,0.848879444810685,0.528586500185072,-3.145
92.410004,0,5,0,4.21,1.51,7.27,9.1999998,2.5,0.0099999998,1.3,0,-1.42,0.029999999,-1.4,0,-1.6,0,-2.29,0.029999999,-2.3800001,0.07,47.380001,0.17,62.669998,0.02,50.029999,0,0.029999999,0.090000004,-2.9000001,0,47.380001,0.888376946484909,0.459114801497566,-4.63000022
92.410004,0,5,0.050000001,4.6399999,3.5699999,9.2299995,9.6599998,2.5599999,0.039999999,1.4,0,-1.38,0.029999999,-1.2,0,-1.55,0.039999999,-2.3,0,-2.3299999,0.050000001,59.25,0.07,64.18,0,49.990002,0.0099999998,0.029999999,0.090000004,-2.9000001,0.0099999998,59.25,0.900166792240901,0.43554534338772,-2.936
92.410004,0,5.4899998,0.44,5.4000001,4.54,8.0900002,8.8800001,2.5999999,0.0099999998,1.5700001,0.059999999,-1.2,0.0099999998,-1.09,0.02,-1.5,0,-2.5699999,0.059999999,-2.3,0,58.41,0.12,59.43,0,49.990002,0.0099999998,0.0099999998,0.059999999,-2.71,0.039999999,58.41,0.861008442465127,0.508590662521223,-2.936
92.410004,0,5.1399999,0.31999999,4.6500001,2.3399999,13.08,11.35,2.6600001,0.07,1.5700001,0.050000001,-1.12,0.029999999,-0.89999998,0.0099999998,-1.34,0.059999999,-2.7,0.0099999998,-2.3,0,64.730003,0.18000001,65.279999,0.039999999,49.970001,0.0099999998,0.050000001,0.1,-2.7,0.0099999998,64.730003,0.90836225175604,0.418184193370214,-4.43199989
92.410004,0,5.0300002,0.02,5.2399998,4.23,7.4899998,9.96,2.8,0,1.59,0.02,-0.91000003,0.029999999,-0.80000001,0,-1.3,0,-2.9000001,0,-2.23,0.029999999,68.029999,0.14,72.510002,0.029999999,49.990002,0.0099999998,0.02,0.079999998,-2.7,0,68.029999,0.953769429775634,0.300539306623047,-3.60699989
92.410004,0,5.0300002,0.44999999,4.8099999,3.28,8.8000002,8.5299997,2.8,0.0099999998,1.46,0.07,-0.89999998,0.0099999998,-0.80000001,0,-1.3,0,-3.23,0.029999999,-2.24,0.029999999,68.029999,0.22,67.690002,0.029999999,50,0.0099999998,0.02,0.050000001,-2.71,0.02,68.029999,0.925143489952016,0.379617601013711,-3.92600011
92.410004,0,5,0,4.73,2.5999999,9.0299997,9.75,2.79,0.029999999,1.41,0.02,-0.88999999,0.02,-0.88999999,0.02,-1.3,0.0099999998,-3.21,0.039999999,-2.23,0.039999999,54.860001,0.13,62.360001,0.059999999,49.990002,0.0099999998,0.039999999,0.07,-2.71,0.039999999,54.860001,0.885879929742925,0.463914593517676,-3.02399989
92.410004,0,4.9699998,0.050000001,6.0799999,5.0100002,11.1,9.6999998,2.8,0,1.4,0,-0.82999998,0.029999999,-0.80000001,0,-1.3,0.0099999998,-3.29,0.0099999998,-2.26,0.039999999,64.730003,0.12,65.220001,0.1,49.990002,0.0099999998,0.029999999,0.059999999,-2.7,0.0099999998,64.730003,0.907923846938119,0.419135166934353,-3.29899989
92.410004,0,5.3699999,0.47,6.5700002,5.73,9.79,8.6300001,2.8199999,0.02,1.58,0.059999999,-0.80000001,0.02,-0.80000001,0,-1.3,0.0099999998,-2.47,0.090000004,-2.2,0.02,64.730003,0.27000001,62.66,0.090000004,49.990002,0.0099999998,0.02,0.050000001,-2.5999999,0.0099999998,64.730003,0.888296818336795,0.459269814523802,-3.84899989
92.410004,0,5.04,0.41,5.4299998,2.54,7.6900001,9.9499998,3.0999999,0,1.7,0.0099999998,-0.77999997,0.039999999,-0.60000002,0,-1.15,0.050000001,-1.89,0.079999998,-2.1800001,0.039999999,62.540001,0.079999998,61.880001,0.12,50.009998,0,0.029999999,0.1,-2.3,0.0099999998,62.540001,0.881962406341981,0.471319757488971,-3.33199989
92.410004,0,5.3899999,0.46000001,5.6100001,2.48,7.79,10.27,3.3599999,0.039999999,1.95,0.029999999,-0.60000002,0.0099999998,-0.5,0.0099999998,-0.99000001,0.0099999998,-1.2,0.029999999,-1.96,0.029999999,57.049999,0.1,56.73,0.1,50.009998,0.0099999998,0.029999999,0.1,-2.01,0.039999999,57.049999,0.83609471445975,0.54858511504822,-3.10100011
92.410004,0,5.4000001,0.41,5.48,3.98,2.98,5.1999998,3.78,0.059999999,2.5,0,-0.30000001,0.039999999,-0.49000001,0.039999999,-0.69999999,0.02,-0.63999999,0.039999999,-1.9,0.0099999998,74.610001,0.1,69.610001,0.07,49.98,0.0099999998,0,0,-1.5,0,74.610001,0.937342818595898,0.348408439086509,-3.27699989
92.410004,0,5.4400001,0.44999999,6.4200001,4.9200001,4.8800001,6.73,3.9200001,0.02,2.8,0.029999999,-0.2,0.0099999998,-0.31,0.050000001,-0.69999999,0.0099999998,-0.60000002,0.0099999998,-1.86,0.079999998,84.489998,0.14,79.25,0.19,49.970001,0,0,0,-1.3,0.0099999998,84.489998,0.98245039772551,0.186524036008735,-3.03499989
92.410004,0,6,0,5.1100001,1.4299999,4.9099998,6.9699998,4,0.0099999998,2.8099999,0.02,0,0.029999999,-0.28999999,0.02,-0.60000002,0,-1.3,0.050000001,-1.7,0.0099999998,77.900002,0.14,76.400002,0.050000001,49.959999,0.0099999998,0,0,-1.3099999,0.02,77.900002,0.971961008786554,0.235142079174751,-3.05699989
92.410004,0,5.7600002,0.43000001,4.23,0.54000002,6.6300001,7.73,3.9000001,0,2.77,0.02,0.0099999998,0.02,-0.37,0.050000001,-0.69,0.02,-2.04,0.090000004,-1.63,0.090000004,79.889999,0.059999999,88.629997,0.090000004,49.98,0.0099999998,0.0099999998,0.039999999,-1.5,0.0099999998,79.889999,0.999714144150388,0.0239087846963576,-4.56399978
92.410004,0,5.3600001,0.44,4.3000002,0.62,1.87,7.48,3.6900001,0.0099999998,2.5799999,0.029999999,0.02,0.029999999,-0.41,0.07,-0.69999999,0,-2.8499999,0.090000004,-1.7,0,98.449997,0.13,92.82,0.07,50,0.0099999998,0,0.050000001,-1.6,0,98.449997,0.998789024704596,-0.0491984159261493,-3.60699989
92.410004,0,4.6900001,0.47,4.02,0.02,2.05,2.53,3.3099999,0.029999999,2.21,0.039999999,0,0.0099999998,-0.80000001,0,-1,0.02,-2.9100001,0.0099999998,-1.63,0.07,98.760002,0.11,111.87,0.0099999998,50.029999,0.0099999998,0,0,-1.77,0.050000001,98.760002,0.928031422650481,-0.372501917543152,-2.84800011
92.410004,0,3.98,0,4.1300001,0.0099999998,0.17,0.75999999,2.9100001,0.059999999,1.92,0.039999999,-0.050000001,0.039999999,-1.1,0.0099999998,-1.2,0,-3.3,0,-1.67,0.050000001,98.760002,0.12,97.089996,0.039999999,50.009998,0.02,0,0,-1.9400001,0.079999998,98.760002,0.992353503915511,-0.123428210983582,-3.82699989
92.410004,0,4,0,4.2199998,0.0099999998,0.0099999998,0.059999999,2.6199999,0.059999999,1.7,0,-0.2,0,-1.49,0.039999999,-1.41,0.07,-3.2,0,-1.7,0.0099999998,98.760002,0.16,91.089996,0.0099999998,50.02,0.0099999998,0,0,-2,0.0099999998,98.760002,0.999819048807391,-0.0190228715467474,-3.55199989
92.410004,0,3.04,0.47999999,4.3000002,0.0099999998,-0.02,0,2.5,0,1.4,0.039999999,-0.28999999,0.02,-1.85,0.079999998,-1.5700001,0.039999999,-3.21,0.0099999998,-1.6900001,0.02,98.760002,0.13,100.52,0.079999998,50.049999,0.0099999998,0,0,-2.0999999,0,98.760002,0.983191235463254,-0.182578735093222,-3.28799989
92.410004,0,4.5599999,0.36000001,4.3699999,0.0099999998,-0.0099999998,0,2.3,0.0099999998,1.3,0,-0.36000001,0.050000001,-2,0,-1.72,0.07,-3.3299999,0.0099999998,-1.87,0.07,98.760002,0.14,92.82,0.0099999998,50.009998,0.0099999998,0,0,-2.29,0.059999999,98.760002,0.998789024704596,-0.0491984159261493,-4.23400011
92.410004,0,4.1799998,0.37,9.3400002,4.3099999,4.4899998,4.7399998,2.29,0.029999999,1.1,0.0099999998,-0.5,0.0099999998,-2,0.0099999998,-1.74,0.059999999,-3.3,0.0099999998,-2,0.0099999998,98.760002,0.17,91.5,0.23,50.009998,0.0099999998,0,0,-2.3,0,98.760002,0.999657324975557,-0.026176948307873,-3.03499989
92.410004,0,4.0700002,0.1,4.48,0.0099999998,0,0.079999998,2.2,0,1,0,-0.52999997,0.02,-2.2,0,-1.96,0.07,-3.5599999,0.039999999,-1.91,0.0099999998,74.610001,0.1,83.480003,0,50,0.0099999998,0,0,-2.4000001,0,74.610001,0.993532285714914,0.113549976847635,-4.058
92.410004,0,4,0.38999999,4.5,0.0099999998,0.38999999,0.75,2,0.0099999998,0.60000002,0.02,-0.63,0.050000001,-2.5,0.02,-2.0999999,0.0099999998,-4.1300001,0.02,-1.96,0.039999999,74.610001,0.19,84.519997,0.029999999,50,0.0099999998,0,0,-2.5999999,0,74.610001,0.995429589202326,0.0954983399881278,-3.739
92.410004,0,4,0,4.54,0.0099999998,5.3899999,4.2199998,1.7,0.029999999,0.30000001,0,-0.91000003,0.02,-2.5999999,0.0099999998,-2.3,0,-4.1999998,0.0099999998,-1.99,0.029999999,74.610001,0.15000001,79.150002,0.039999999,49.990002,0.0099999998,0,0,-2.8499999,0.079999998,74.610001,0.982123362248156,0.18823841618112,-4.33300022
92.410004,0,4,0,4.54,0.02,0.69999999,0.31999999,1.6799999,0.029999999,0.2,0.02,-1.1,0,-2.5999999,0,-2.3900001,0.029999999,-4.1700001,0.02,-2,0,99.860001,0.1,107.88,0.090000004,49.939999,0.0099999998,0,0,-2.9000001,0,99.860001,0.951701633601982,-0.307024429971492,-3.01299989
92.410004,0,3.5999999,0.31,4.5700002,0.02,0,0,1.51,0.07,0,0.0099999998,-1.21,0.029999999,-2.9100001,0.0099999998,-2.5999999,0,-4.0999999,0,-2.1900001,0.029999999,116.32,0.19,117.9,0.14,49.98,0.0099999998,0,0,-3.0599999,0.050000001,116.32,0.883765630088693,-0.467929814260573,-4.23400011
92.410004,0,3.97,0.13,4.5700002,0.02,0,0,1.47,0.07,0,0,-1.37,0.050000001,-3.0999999,0.0099999998,-2.6099999,0.02,-3.9000001,0.02,-2.2,0.0099999998,132.78,0.14,129.37,0.0099999998,50,0,0,0,-3.2,0,132.78,0.773065811677067,-0.634325823860323,-3.56299989
92.410004,0,4,0,4.4899998,0.17,0,0.31999999,1.7,0.029999999,0.30000001,0.029999999,-1.4,0,-3.0999999,0,-2.5999999,0,-2.9200001,0.039999999,-2.3,0.050000001,132.78,0.18000001,134.19,0.43000001,50,0.0099999998,0,0,-2.8699999,0.0099999998,132.78,0.71703227499544,-0.697039967731308,-3.233
92.410004,0,5.7800002,0.44999999,4.2800002,0.0099999998,0,0,2.5599999,0.029999999,1.17,0.02,-1.2,0,-2.3199999,0.090000004,-2.0899999,0,-0.17,0.079999998,-2.5,0,103.15,0.090000004,86.809998,0.1,50,0.0099999998,0,0,-1.8,0.079999998,103.15,0.998450489722909,0.0556472782091246,-2.914
92.410004,0,6.0500002,0,4.1799998,0.02,0,0.13,3.3099999,0.07,1.87,0.090000004,-0.94999999,0.079999998,-1.9,0.02,-1.6,0.02,1.09,0.050000001,-2.4000001,0.07,103.15,0.090000004,85.589996,0.13,50.040001,0.0099999998,0,0,-1.21,0.050000001,103.15,0.997039341676459,0.0768931150973394,-3.32099989
92.410004,0,6.3299999,0,3.98,0.02,0,0.039999999,4.5999999,0.029999999,3.28,0.090000004,-0.30000001,0.02,-0.89999998,0,-0.89999998,0.0099999998,1.87,0.029999999,-1.9,0,103.15,0.14,89.059998,0.079999998,49.970001,0.0099999998,0,0,-0.5,0.059999999,103.15,0.999865422469884,0.0164053939032497,-3.222
92.410004,0,6.8200002,0.19,3.97,0.0099999998,0.0099999998,0.029999999,4.77,0.039999999,3.5999999,0.02,0,0.02,-0.89999998,0.0099999998,-0.69999999,0,0.58999997,0.1,-1.8,0.059999999,103.15,0.19,87.690002,0.079999998,49.990002,0.0099999998,0,0,-0.60000002,0,103.15,0.999187376983687,0.0403061493628351,-3.11200011
92.410004,0,7,0.039999999,4.02,0.0099999998,0,0.029999999,4.5,0.0099999998,3.47,0.07,0.11,0.02,-0.89999998,0,-0.69999999,0,-0.62,0.090000004,-1.7,0.0099999998,103.15,0.12,96.150002,0.059999999,50.009998,0.0099999998,0,0,-0.69999999,0,103.15,0.994244828893501,-0.107131789019565,-2.83700011
92.410004,0,6.8299999,0.41,4.0300002,0.0099999998,0,0.02,4.0599999,0.07,3.1700001,0.07,0.28,0.029999999,-1.1,0.050000001,-0.89999998,0.02,-1.35,0.039999999,-1.5,0,103.15,0.13,88.290001,0.07,50,0.0099999998,0,0,-0.89999998,0.059999999,103.15,0.999554667679702,0.029840682293161,-3.97
